Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-01 09:30:00-05:00,190.3300018310547,190.49000549316406,189.85000610351562,189.91000366210938,189.91000366210938,1278976
2023-12-01 09:31:00-05:00,189.89999389648438,190.0,189.6300048828125,189.63499450683594,189.63499450683594,190925
2023-12-01 09:32:00-05:00,189.63999938964844,189.71620178222656,189.52000427246094,189.6199951171875,189.6199951171875,165108
2023-12-01 09:33:00-05:00,189.61000061035156,189.77999877929688,189.44000244140625,189.65989685058594,189.65989685058594,183815
2023-12-01 09:34:00-05:00,189.6649932861328,189.69000244140625,189.4600067138672,189.5,189.5,113320
2023-12-01 09:35:00-05:00,189.50999450683594,189.50999450683594,189.3300018310547,189.41000366210938,189.41000366210938,162312
2023-12-01 09:36:00-05:00,189.41220092773438,189.42999267578125,189.22999572753906,189.39500427246094,189.39500427246094,170285
2023-12-01 09:37:00-05:00,189.38999938964844,189.4149932861328,189.27999877929688,189.2899932861328,189.2899932861328,136155
2023-12-01 09:38:00-05:00,189.2884979248047,189.36900329589844,189.2301025390625,189.31500244140625,189.31500244140625,87865
2023-12-01 09:39:00-05:00,189.32000732421875,189.67950439453125,189.32000732421875,189.66000366210938,189.66000366210938,153496
2023-12-01 09:40:00-05:00,189.6573028564453,189.75,189.5850067138672,189.75,189.75,105730
2023-12-01 09:41:00-05:00,189.74000549316406,189.8249969482422,189.69500732421875,189.7550048828125,189.7550048828125,126335
2023-12-01 09:42:00-05:00,189.75999450683594,189.7899932861328,189.69000244140625,189.76499938964844,189.76499938964844,92081
2023-12-01 09:43:00-05:00,189.78489685058594,189.89999389648438,189.77000427246094,189.82000732421875,189.82000732421875,126515
2023-12-01 09:44:00-05:00,189.8249969482422,189.8350067138672,189.74000549316406,189.77499389648438,189.77499389648438,66700
2023-12-01 09:45:00-05:00,189.77999877929688,189.97000122070312,189.77000427246094,189.8699951171875,189.8699951171875,140328
2023-12-01 09:46:00-05:00,189.86000061035156,189.91000366210938,189.7449951171875,189.84500122070312,189.84500122070312,125880
2023-12-01 09:47:00-05:00,189.83999633789062,189.9949951171875,189.82000732421875,189.97500610351562,189.97500610351562,148056
2023-12-01 09:48:00-05:00,189.9700927734375,190.0399932861328,189.9499969482422,189.95010375976562,189.95010375976562,137528
2023-12-01 09:49:00-05:00,189.94000244140625,190.00999450683594,189.81100463867188,189.89999389648438,189.89999389648438,97574
2023-12-01 09:50:00-05:00,189.90499877929688,190.02999877929688,189.88999938964844,189.92999267578125,189.92999267578125,140446
2023-12-01 09:51:00-05:00,189.94000244140625,190.19000244140625,189.94000244140625,190.19000244140625,190.19000244140625,203207
2023-12-01 09:52:00-05:00,190.1999969482422,190.24000549316406,190.16000366210938,190.1750030517578,190.1750030517578,136367
2023-12-01 09:53:00-05:00,190.1699981689453,190.19790649414062,190.0850067138672,190.1649932861328,190.1649932861328,139882
2023-12-01 09:54:00-05:00,190.1699981689453,190.22999572753906,190.13999938964844,190.1750030517578,190.1750030517578,120108
2023-12-01 09:55:00-05:00,190.17999267578125,190.2100067138672,190.0800018310547,190.16000366210938,190.16000366210938,102711
2023-12-01 09:56:00-05:00,190.1649932861328,190.19000244140625,189.99000549316406,190.0399932861328,190.0399932861328,114437
2023-12-01 09:57:00-05:00,190.0449981689453,190.06500244140625,189.91000366210938,189.91000366210938,189.91000366210938,84789
2023-12-01 09:58:00-05:00,189.91000366210938,190.0399932861328,189.91000366210938,190.02999877929688,190.02999877929688,66214
2023-12-01 09:59:00-05:00,190.02000427246094,190.02999877929688,189.92999267578125,189.9600067138672,189.9600067138672,84873
2023-12-01 10:00:00-05:00,189.97000122070312,190.33999633789062,189.92999267578125,190.0,190.0,330372
2023-12-01 10:01:00-05:00,190.00999450683594,190.28500366210938,190.00999450683594,190.23500061035156,190.23500061035156,147317
2023-12-01 10:02:00-05:00,190.23800659179688,190.5,190.1999969482422,190.36000061035156,190.36000061035156,263494
2023-12-01 10:03:00-05:00,190.36000061035156,190.36700439453125,190.10000610351562,190.19000244140625,190.19000244140625,142685
2023-12-01 10:04:00-05:00,190.1999969482422,190.39500427246094,190.16000366210938,190.32000732421875,190.32000732421875,103974
2023-12-01 10:05:00-05:00,190.3300018310547,190.36500549316406,190.0800018310547,190.19500732421875,190.19500732421875,107020
2023-12-01 10:06:00-05:00,190.19500732421875,190.36000061035156,190.1649932861328,190.20010375976562,190.20010375976562,93479
