Date,Open,High,Low,Close,Adj Close,Volume
2002-03-07,0.8205000162124634,0.8475000262260437,0.7699999809265137,0.781000018119812,0.781000018119812,185446000
2002-03-08,0.8125,0.8479999899864197,0.796500027179718,0.8174999952316284,0.8174999952316284,188696000
2002-03-11,0.8019999861717224,0.843999981880188,0.7929999828338623,0.8355000019073486,0.8355000019073486,132494000
2002-03-12,0.8174999952316284,0.8295000195503235,0.8019999861717224,0.815500020980835,0.815500020980835,112382000
2002-03-13,0.8025000095367432,0.8169999718666077,0.7820000052452087,0.7870000004768372,0.7870000004768372,111188000
2002-03-14,0.7494999766349792,0.7749999761581421,0.7139999866485596,0.7239999771118164,0.7239999771118164,303386000
2002-03-15,0.7135000228881836,0.7145000100135803,0.6775000095367432,0.7014999985694885,0.7014999985694885,246414000
2002-03-18,0.7074999809265137,0.7639999985694885,0.7070000171661377,0.7505000233650208,0.7505000233650208,196636000
2002-03-19,0.7574999928474426,0.7699999809265137,0.7279999852180481,0.7329999804496765,0.7329999804496765,97874000
2002-03-20,0.7239999771118164,0.7565000057220459,0.7149999737739563,0.7250000238418579,0.7250000238418579,143586000
2002-03-21,0.7310000061988831,0.7620000243186951,0.7279999852180481,0.7584999799728394,0.7584999799728394,111558000
2002-03-22,0.7559999823570251,0.7799999713897705,0.7549999952316284,0.7764999866485596,0.7764999866485596,103700000
2002-03-25,0.7735000252723694,0.7864999771118164,0.7360000014305115,0.7369999885559082,0.7369999885559082,102322000
2002-03-26,0.7319999933242798,0.7724999785423279,0.7275000214576721,0.7415000200271606,0.7415000200271606,98502000
2002-03-27,0.6949999928474426,0.7174999713897705,0.6850000023841858,0.7124999761581421,0.7124999761581421,162926000
2002-03-28,0.7200000286102295,0.7325000166893005,0.7124999761581421,0.7149999737739563,0.7149999737739563,62450000
2002-04-01,0.7139999866485596,0.7400000095367432,0.7070000171661377,0.7400000095367432,0.7400000095367432,95358000
2002-04-02,0.7319999933242798,0.7544999718666077,0.7095000147819519,0.7124999761581421,0.7124999761581421,95428000
2002-04-03,0.718500018119812,0.7225000262260437,0.6800000071525574,0.6834999918937683,0.6834999918937683,90682000
2002-04-04,0.6865000128746033,0.6899999976158142,0.6614999771118164,0.6769999861717224,0.6769999861717224,114634000
2002-04-05,0.6834999918937683,0.7020000219345093,0.6654999852180481,0.675000011920929,0.675000011920929,90000000
2002-04-08,0.6485000252723694,0.6980000138282776,0.6480000019073486,0.6974999904632568,0.6974999904632568,105556000
2002-04-09,0.703499972820282,0.7294999957084656,0.6779999732971191,0.6800000071525574,0.6800000071525574,129180000
2002-04-10,0.6880000233650208,0.699999988079071,0.6524999737739563,0.6740000247955322,0.6740000247955322,105134000
2002-04-11,0.6639999747276306,0.6639999747276306,0.6259999871253967,0.6370000243186951,0.6370000243186951,119152000
2002-04-12,0.6449999809265137,0.6804999709129333,0.6424999833106995,0.6654999852180481,0.6654999852180481,107582000
2002-04-15,0.6710000038146973,0.7049999833106995,0.6675000190734863,0.6945000290870667,0.6945000290870667,95074000
2002-04-16,0.7089999914169312,0.7145000100135803,0.6859999895095825,0.7005000114440918,0.7005000114440918,73620000
2002-04-17,0.7120000123977661,0.75,0.7120000123977661,0.7409999966621399,0.7409999966621399,155122000
2002-04-18,0.7350000143051147,0.7429999709129333,0.6974999904632568,0.7129999995231628,0.7129999995231628,77528000
2002-04-19,0.718999981880188,0.7369999885559082,0.7074999809265137,0.7264999747276306,0.7264999747276306,74552000
2002-04-22,0.7289999723434448,0.7425000071525574,0.7074999809265137,0.715499997138977,0.715499997138977,105806000
2002-04-23,0.7174999713897705,0.737500011920929,0.6940000057220459,0.703000009059906,0.703000009059906,161538000
2002-04-24,0.7615000009536743,0.8424999713897705,0.7524999976158142,0.8395000100135803,0.8395000100135803,689188000
2002-04-25,0.8255000114440918,0.8525000214576721,0.8205000162124634,0.8410000205039978,0.8410000205039978,234604000
2002-04-26,0.8429999947547913,0.8475000262260437,0.8159999847412109,0.8454999923706055,0.8454999923706055,162714000
2002-04-29,0.8374999761581421,0.8500000238418579,0.7950000166893005,0.8090000152587891,0.8090000152587891,168304000
2002-04-30,0.8065000176429749,0.8379999995231628,0.796500027179718,0.8345000147819519,0.8345000147819519,128416000
2002-05-01,0.8274999856948853,0.8525000214576721,0.8209999799728394,0.8245000243186951,0.8245000243186951,154026000
2002-05-02,0.8215000033378601,0.8324999809265137,0.8125,0.8159999847412109,0.8159999847412109,96380000
2002-05-03,0.8115000128746033,0.8199999928474426,0.7875000238418579,0.8025000095367432,0.8025000095367432,103220000
2002-05-06,0.796999990940094,0.8245000243186951,0.7875000238418579,0.8059999942779541,0.8059999942779541,107052000
2002-05-07,0.8054999709129333,0.8174999952316284,0.8015000224113464,0.8054999709129333,0.8054999709129333,110874000
2002-05-08,0.8274999856948853,0.8730000257492065,0.824999988079071,0.8659999966621399,0.8659999966621399,157768000
2002-05-09,0.8560000061988831,0.9114999771118164,0.8550000190734863,0.8865000009536743,0.8865000009536743,220046000
2002-05-10,0.8945000171661377,0.8980000019073486,0.8399999737739563,0.847000002861023,0.847000002861023,151456000
2002-05-13,0.8585000038146973,0.8815000057220459,0.8424999713897705,0.8659999966621399,0.8659999966621399,134002000
2002-05-14,0.9020000100135803,0.9725000262260437,0.9010000228881836,0.940500020980835,0.940500020980835,293194000
2002-05-15,0.9340000152587891,1.0199999809265137,0.9175000190734863,0.996999979019165,0.996999979019165,257962000
2002-05-16,0.9754999876022339,0.9975000023841858,0.9645000100135803,0.9804999828338623,0.9804999828338623,156314000
2002-05-17,0.9984999895095825,1.0,0.940500020980835,0.9580000042915344,0.9580000042915344,128938000
2002-05-20,0.9399999976158142,0.9739999771118164,0.9384999871253967,0.9695000052452087,0.9695000052452087,169216000
2002-05-21,0.9769999980926514,0.9900000095367432,0.9275000095367432,0.9380000233650208,0.9380000233650208,155270000
2002-05-22,0.9334999918937683,0.9564999938011169,0.9110000133514404,0.9375,0.9375,101504000
2002-05-23,0.9419999718666077,0.9775000214576721,0.9304999709129333,0.9725000262260437,0.9725000262260437,112964000
2002-05-24,0.9700000286102295,0.984499990940094,0.953000009059906,0.9735000133514404,0.9735000133514404,85006000
2002-05-28,0.9785000085830688,0.9804999828338623,0.9384999871253967,0.953000009059906,0.953000009059906,79066000
2002-05-29,0.9409999847412109,0.9549999833106995,0.9399999976158142,0.9455000162124634,0.9455000162124634,72282000
2002-05-30,0.9350000023841858,0.9470000267028809,0.9039999842643738,0.9185000061988831,0.9185000061988831,148642000
2002-05-31,0.925000011920929,0.9445000290870667,0.9100000262260437,0.9114999771118164,0.9114999771118164,101628000
2002-06-03,0.9154999852180481,0.925000011920929,0.8964999914169312,0.8980000019073486,0.8980000019073486,74328000
2002-06-04,0.8899999856948853,0.9070000052452087,0.8734999895095825,0.8985000252723694,0.8985000252723694,136994000
2002-06-05,0.8989999890327454,0.9089999794960022,0.8725000023841858,0.8995000123977661,0.8995000123977661,87450000
2002-06-06,0.8945000171661377,0.9204999804496765,0.8880000114440918,0.9085000157356262,0.9085000157356262,105000000
