,name,repeats,classic_lstm,peephole_lstm,custom_lstm
132,linear_with_noise0_1,2,0.042702049016952515,0.025342009961605072,0.025822319090366364
133,linear_with_noise0_1,3,0.025953054428100586,0.025476709008216858,0.026122715324163437
134,linear_with_noise0_1,4,0.02680973708629608,0.04026000574231148,0.03105313703417778
135,linear_with_noise0_1,5,0.026037046685814857,0.03451314568519592,0.02726641111075878
136,linear_with_noise0_1,6,0.025519685819745064,0.028419867157936096,0.02572353556752205
137,linear_with_noise0_1,7,0.026917247101664543,0.02543741650879383,0.02589305490255356
138,linear_with_noise0_1,8,0.030764823779463768,0.042259931564331055,0.025367507711052895
139,linear_with_noise0_1,9,0.026928482577204704,0.03830276429653168,0.025486202910542488
140,quadratic,0,0.07207926362752914,0.014371595345437527,0.005728347226977348
141,quadratic,1,0.009328166022896767,0.013273072429001331,0.011304190382361412
142,quadratic,2,0.015600143931806087,0.014566478319466114,0.025055093690752983
143,quadratic,3,0.05963467061519623,0.01012419443577528,0.020313644781708717
144,quadratic,4,0.0043135094456374645,0.019413448870182037,0.018516503274440765
145,quadratic,5,0.05680782347917557,0.015179812908172607,0.0017633814131841063
146,quadratic,6,0.010344632901251316,0.0005631297826766968,0.01281286496669054
147,quadratic,7,0.020065736025571823,0.005051902029663324,0.01622353121638298
148,quadratic,8,0.020479978993535042,0.01295035146176815,0.013125548139214516
149,quadratic,9,0.05641946196556091,0.01186852902173996,0.005409397650510073
150,quadratic_with_noise,0,0.03603460639715195,0.012577355839312077,0.026531007140874863
151,quadratic_with_noise,1,0.04460293427109718,0.012970056384801865,0.0317680649459362
152,quadratic_with_noise,2,0.013278253376483917,0.011038434691727161,0.02114040218293667
153,quadratic_with_noise,3,0.0441613495349884,0.011503390036523342,0.017942439764738083
154,quadratic_with_noise,4,0.02469778060913086,0.011280191130936146,0.024585798382759094
155,quadratic_with_noise,5,0.014838986098766327,0.012661414220929146,0.019329745322465897
156,quadratic_with_noise,6,0.011523481458425522,0.01187401544302702,0.012575168162584305
157,quadratic_with_noise,7,0.012249041348695755,0.014761839061975479,0.01698903553187847
158,quadratic_with_noise,8,0.01164181437343359,0.012590205296874046,0.022041071206331253
159,quadratic_with_noise,9,0.04132818058133125,0.013753962703049183,0.017753392457962036
160,cubic,0,0.03217342123389244,0.003269209759309888,0.004865461960434914
161,cubic,1,0.02630610764026642,0.021275250241160393,0.008392960764467716
162,cubic,2,0.014057138934731483,0.002487855264917016,0.004148775711655617
163,cubic,3,0.032326191663742065,0.002076406730338931,0.005241243168711662
164,cubic,4,0.019788796082139015,0.0019243769347667694,0.0054203905165195465
165,cubic,5,0.0193727295845747,0.002803429728373885,0.004252812825143337
166,cubic,6,0.025197496637701988,0.002936512930318713,0.007989605888724327
167,cubic,7,0.012100006453692913,0.01506504975259304,0.009044199250638485
168,cubic,8,0.09030869603157043,0.002297029597684741,0.0026102238334715366
169,cubic,9,0.0674900934100151,0.0034555376041680574,0.001230583293363452
170,cubic_with_noise,0,0.019896823912858963,0.016668645665049553,0.019716674461960793
171,cubic_with_noise,1,0.01613108441233635,0.016738509759306908,0.01692288927733898
172,cubic_with_noise,2,0.018913621082901955,0.01643419824540615,0.023495962843298912
173,cubic_with_noise,3,0.01860433630645275,0.016739454120397568,0.016829920932650566
174,cubic_with_noise,4,0.030951116234064102,0.01664961688220501,0.019979920238256454
175,cubic_with_noise,5,0.03296563774347305,0.01651850715279579,0.016814565286040306
176,cubic_with_noise,6,0.016188902780413628,0.016482533887028694,0.042945072054862976
177,cubic_with_noise,7,0.02590871788561344,0.016803434118628502,0.017729049548506737
178,cubic_with_noise,8,0.1050238385796547,0.018023144453763962,0.01662716642022133
179,cubic_with_noise,9,0.01598915085196495,0.016322733834385872,0.019626498222351074
180,exponential,0,0.4873094856739044,1.697483777999878,0.03424717113375664
181,exponential,1,0.3222205340862274,0.9831591844558716,0.033002402633428574
182,exponential,2,0.1997835785150528,0.6055566668510437,0.028302691876888275
183,exponential,3,0.1429775208234787,0.9305829405784607,0.0035952446050941944
184,exponential,4,0.22926221787929535,0.6329509615898132,0.05065986514091492
185,exponential,5,0.5423943996429443,1.0773226022720337,0.011173075065016747
186,exponential,6,0.4099341332912445,0.6252584457397461,0.01577070541679859
187,exponential,7,0.13117173314094543,1.3945437669754028,0.01968489959836006
188,exponential,8,0.4069676101207733,1.4059906005859375,0.0658164992928505
189,exponential,9,0.19503451883792877,0.8194494843482971,0.032477036118507385
190,rev_exponential,0,0.00040054775308817625,0.02714882604777813,0.00024005120212677866
191,rev_exponential,1,0.0058899568393826485,0.007528133224695921,0.0006560449255630374
192,rev_exponential,2,0.0027428639587014914,0.01323145255446434,5.406523632700555e-05
193,rev_exponential,3,0.005306411534547806,0.05438452586531639,0.00021662272047251463
194,rev_exponential,4,0.0022482657805085182,0.009715434163808823,0.00017887854482978582
195,rev_exponential,5,0.00011125611490570009,0.038387101143598557,5.791737748950254e-06
196,rev_exponential,6,0.0004544765397440642,0.005314541980624199,0.0005041052936576307
197,rev_exponential,7,0.0005091667408123612,0.06342781335115433,8.899516251403838e-05
198,rev_exponential,8,3.5553461202653125e-05,0.05158523470163345,0.0007102409144863486
199,rev_exponential,9,0.009628030471503735,0.011192971840500832,0.00029671486117877066
200,exponential_with_noise,0,0.06883485615253448,0.007520571816712618,0.020422441884875298
201,exponential_with_noise,1,0.016716783866286278,0.13580363988876343,0.014150128699839115
202,exponential_with_noise,2,0.0321197509765625,0.008364616893231869,0.033400580286979675
203,exponential_with_noise,3,0.0746627002954483,0.007803020067512989,0.01089664176106453
204,exponential_with_noise,4,0.04973551630973816,0.009065001271665096,0.020503021776676178
205,exponential_with_noise,5,0.08191142231225967,0.2063245177268982,0.008985552936792374
206,exponential_with_noise,6,0.05618776008486748,0.0072110360488295555,0.026993079110980034
207,exponential_with_noise,7,0.00923608522862196,0.008497335016727448,0.060288041830062866
208,exponential_with_noise,8,0.035106390714645386,0.011741039343178272,0.03558913245797157
209,exponential_with_noise,9,0.088034488260746,0.007288615684956312,0.02756202407181263
210,rev_exponential_with_noise,0,0.015240014530718327,0.03600839525461197,0.01692960225045681
211,rev_exponential_with_noise,1,0.015100810676813126,0.01585184782743454,0.01908441074192524
212,rev_exponential_with_noise,2,0.013856637291610241,0.02269270457327366,0.014492630027234554
213,rev_exponential_with_noise,3,0.014131912961602211,0.014013005420565605,0.014465914107859135
214,rev_exponential_with_noise,4,0.013812074437737465,0.01571069285273552,0.016069814562797546
215,rev_exponential_with_noise,5,0.014703192748129368,0.014202183112502098,0.014603206887841225
216,rev_exponential_with_noise,6,0.014333333820104599,0.023144954815506935,0.01742609776556492
217,rev_exponential_with_noise,7,0.013842263258993626,0.023033475503325462,0.01535207498818636
218,rev_exponential_with_noise,8,0.01523953303694725,0.03236720338463783,0.014456242322921753
219,rev_exponential_with_noise,9,0.013756158761680126,0.013975672423839569,0.014192691072821617
220,logistic,0,0.0006794339278712869,0.00031401513842865825,0.0019563680980354548
221,logistic,1,0.0018219787161797285,0.0002351564180571586,0.0036787898279726505
222,logistic,2,0.0001910024875542149,0.0008878540829755366,0.00037626028642989695
223,logistic,3,0.0006476569105871022,0.0012874555541202426,0.0015103471232578158
224,logistic,4,0.0007917130133137107,2.1747946448158473e-05,0.00010394215496489778
225,logistic,5,0.0009148711105808616,0.00045906423474662006,6.992519047344103e-05
226,logistic,6,0.001116873580031097,4.7014953452162445e-05,0.00024953187676146626
227,logistic,7,0.002633380936458707,1.752555363054853e-05,0.0007076382753439248
228,logistic,8,0.00272280047647655,0.0003335213696118444,0.0013842504704371095
229,logistic,9,1.8818975149770267e-05,4.624068606062792e-05,8.67193957674317e-05
230,logistic_late,0,0.47091275453567505,0.9226834774017334,0.051259368658065796
231,logistic_late,1,0.14510701596736908,0.4719638526439667,0.04147197678685188
232,logistic_late,2,0.18571117520332336,0.40513333678245544,0.06436434388160706
233,logistic_late,3,0.41546615958213806,0.1369434893131256,0.02577914670109749
234,logistic_late,4,0.4192162752151489,0.6014829874038696,0.014159243553876877
235,logistic_late,5,0.18526385724544525,0.4459194839000702,0.041091594845056534
236,logistic_late,6,0.33710727095603943,0.10461271554231644,0.02788560837507248
237,logistic_late,7,0.24767079949378967,0.478453129529953,0.04417482763528824
238,logistic_late,8,0.3435366153717041,0.7039462327957153,0.007623762357980013
239,logistic_late,9,0.31482112407684326,0.09237705171108246,0.04643445834517479
240,logistic_early,0,5.907416380068753e-06,2.6552081180852838e-05,4.743933459394611e-06
241,logistic_early,1,2.5767087663552957e-06,5.670189693773864e-06,4.739761152450228e-06
242,logistic_early,2,1.1309981346130371e-05,9.446740477869753e-06,5.441904136205267e-07
243,logistic_early,3,7.873773597566469e-07,8.960962077253498e-06,5.373358817450935e-06
244,logistic_early,4,6.932020255590032e-07,7.03334777085729e-08,4.260540208633756e-06
245,logistic_early,5,5.339384188118856e-06,3.693640246638097e-05,2.056360273172686e-07
246,logistic_early,6,2.6732682272267994e-06,1.280903802580724e-06,1.9484757558529964e-06
247,logistic_early,7,4.015565082227113e-06,6.0682894400088117e-05,3.6418438753571536e-07
248,logistic_early,8,2.8610230629055877e-07,2.352595402044244e-06,4.500746854319004e-06
249,logistic_early,9,7.084011940605706e-06,1.1181235095136799e-05,3.327727426949423e-06
250,logistic_noise,0,0.013294504024088383,0.013431345112621784,0.013703265227377415
251,logistic_noise,1,0.013425786048173904,0.013382010161876678,0.014088861644268036
252,logistic_noise,2,0.013332067988812923,0.013465476222336292,0.013496904633939266
253,logistic_noise,3,0.014974691905081272,0.013352492824196815,0.014559900388121605
254,logistic_noise,4,0.01421376969665289,0.013493849895894527,0.013407080434262753
255,logistic_noise,5,0.013319749385118484,0.013278612866997719,0.013372850604355335
256,logistic_noise,6,0.013219981454312801,0.013360954821109772,0.013710086233913898
257,logistic_noise,7,0.013321616686880589,0.013415031135082245,0.01348854973912239
258,logistic_noise,8,0.013375506736338139,0.013439829461276531,0.01342929620295763
259,logistic_noise,9,0.013651588000357151,0.014131112024188042,0.013912294059991837
260,sinusoidal_1,0,0.07663071155548096,0.02130025438964367,0.0259066391736269
261,sinusoidal_1,1,0.05724277347326279,0.021513715386390686,0.02313908562064171
262,sinusoidal_1,2,0.04713449999690056,0.020986367017030716,0.028720887377858162
263,sinusoidal_1,3,0.06808767467737198,0.02357667125761509,0.027013951912522316
264,sinusoidal_1,4,0.05657851696014404,0.02110975794494152,0.017227375879883766
265,sinusoidal_1,5,0.05862031877040863,0.020164581015706062,0.016943197697401047
266,sinusoidal_1,6,0.038207586854696274,0.021023929119110107,0.020251216366887093
267,sinusoidal_1,7,0.04844481125473976,0.02394493669271469,0.023892337456345558
268,sinusoidal_1,8,0.060101479291915894,0.021503936499357224,0.025728678330779076
269,sinusoidal_1,9,0.05945097282528877,0.019521716982126236,0.017682647332549095
270,sinusoidal_2,0,0.0001428197865607217,0.0004598238447215408,9.50565590756014e-05
271,sinusoidal_2,1,0.00017303832282777876,0.00012421859719324857,5.1771916332654655e-05
272,sinusoidal_2,2,0.00015737740613985807,0.0001941811788128689,5.717503881896846e-05
273,sinusoidal_2,3,5.3289495554054156e-05,0.0012979586608707905,3.937203291570768e-05
274,sinusoidal_2,4,0.0001210345362778753,0.0005987710319459438,4.500654904404655e-05
275,sinusoidal_2,5,9.646916441852227e-05,0.00042802441748790443,5.900240648770705e-05
276,sinusoidal_2,6,4.791088940692134e-05,0.00035267535713501275,4.5553486415883526e-05
277,sinusoidal_2,7,0.00010774912516353652,0.00017356783791910857,7.192175689851865e-05
278,sinusoidal_2,8,0.000144866164191626,0.0008355652680620551,5.8602374338079244e-05
279,sinusoidal_2,9,0.00016046022938098758,0.0005030427710153162,5.9767662605736405e-05
280,sinusoidal_3,0,0.008173615671694279,0.002519165864214301,0.00787981878966093
281,sinusoidal_3,1,0.028260350227355957,0.011125651188194752,0.00640326039865613
282,sinusoidal_3,2,0.029305528849363327,0.006903934292495251,0.006122790742665529
283,sinusoidal_3,3,0.006750406231731176,0.0165085569024086,0.005357927642762661
284,sinusoidal_3,4,0.013203462585806847,0.009657592512667179,0.005080494098365307
285,sinusoidal_3,5,0.012298529036343098,0.0076227630488574505,0.005171934142708778
286,sinusoidal_3,6,0.005995095241814852,0.008053135126829147,0.0001978775835596025
287,sinusoidal_3,7,0.06413550674915314,0.016024485230445862,0.0013991689775139093
288,sinusoidal_3,8,0.008219079114496708,0.013602666556835175,0.000591725402045995
289,sinusoidal_3,9,0.014147553592920303,0.004027815070003271,0.0057180835865437984
290,sinusoidal_noise,0,0.03164451941847801,0.026996998116374016,0.027926791459321976
291,sinusoidal_noise,1,0.03131265565752983,0.02673380821943283,0.02803792431950569
292,sinusoidal_noise,2,0.0316532701253891,0.02658534236252308,0.028226446360349655
293,sinusoidal_noise,3,0.03151024505496025,0.0268916767090559,0.028348054736852646
294,sinusoidal_noise,4,0.031828705221414566,0.02690931037068367,0.027842897921800613
295,sinusoidal_noise,5,0.031158199533820152,0.02699686959385872,0.02784133516252041
296,sinusoidal_noise,6,0.031235696747899055,0.027642572298645973,0.02846510335803032
297,sinusoidal_noise,7,0.031184135004878044,0.02692568488419056,0.02809680439531803
298,sinusoidal_noise,8,0.03146468475461006,0.02693382278084755,0.027898574247956276
299,sinusoidal_noise,9,0.03123043105006218,0.026716487482190132,0.02826271951198578
300,multi_sinusoidal_n2,0,0.013082866556942463,0.009257594123482704,0.009177155792713165
301,multi_sinusoidal_n2,1,0.013580168597400188,0.007295668125152588,0.011112570762634277
302,multi_sinusoidal_n2,2,0.01173731591552496,0.011087591759860516,0.014009665697813034
303,multi_sinusoidal_n2,3,0.011430012993514538,0.00892646610736847,0.010416830889880657
304,multi_sinusoidal_n2,4,0.016116641461849213,0.008747280575335026,0.010260614566504955
305,multi_sinusoidal_n2,5,0.010655668564140797,0.009651072323322296,0.011129233986139297
306,multi_sinusoidal_n2,6,0.011549632996320724,0.010284769348800182,0.00948291178792715
307,multi_sinusoidal_n2,7,0.014462950639426708,0.007691835053265095,0.014262102544307709
308,multi_sinusoidal_n2,8,0.021454377099871635,0.008636750280857086,0.01133769191801548
309,multi_sinusoidal_n2,9,0.01534409262239933,0.007234554272145033,0.009538281708955765
310,multi_sinusoidal_n3,0,0.06879164278507233,0.03768787533044815,0.033774007111787796
311,multi_sinusoidal_n3,1,0.058423131704330444,0.046166978776454926,0.053939029574394226
312,multi_sinusoidal_n3,2,0.0663481205701828,0.03742845728993416,0.02837260253727436
313,multi_sinusoidal_n3,3,0.06223220005631447,0.04444243758916855,0.04129073768854141
314,multi_sinusoidal_n3,4,0.05636259913444519,0.04583294317126274,0.03522544726729393
315,multi_sinusoidal_n3,5,0.07146711647510529,0.041861701756715775,0.03216918557882309
316,multi_sinusoidal_n3,6,0.0696350559592247,0.04335561767220497,0.04334333539009094
317,multi_sinusoidal_n3,7,0.06851235777139664,0.04595823213458061,0.039203036576509476
318,multi_sinusoidal_n3,8,0.08545336127281189,0.038969364017248154,0.04089372605085373
319,multi_sinusoidal_n3,9,0.09411731362342834,0.04530537500977516,0.06139470264315605
320,multi_sinusoidal_n4,0,0.02253376506268978,0.026063699275255203,0.01615995168685913
321,multi_sinusoidal_n4,1,0.021312518045306206,0.03521380573511124,0.008400117047131062
322,multi_sinusoidal_n4,2,0.021497301757335663,0.03911634534597397,0.02033417858183384
323,multi_sinusoidal_n4,3,0.003336929716169834,0.03305530920624733,0.0014344840310513973
324,multi_sinusoidal_n4,4,0.050394706428050995,0.024229174479842186,0.029308810830116272
325,multi_sinusoidal_n4,5,0.022633440792560577,0.037699490785598755,0.011289042420685291
326,multi_sinusoidal_n4,6,0.02273551933467388,0.0447511225938797,0.0008808964630588889
327,multi_sinusoidal_n4,7,0.02530067414045334,0.024900665506720543,0.007466871757060289
328,multi_sinusoidal_n4,8,0.012700916267931461,0.028121843934059143,0.0012057182611897588
329,multi_sinusoidal_n4,9,0.03381877392530441,0.030528543516993523,0.007063853554427624
330,multi_sinusoidal_n20,0,0.007886417210102081,0.009624337777495384,0.0021102065220475197
331,multi_sinusoidal_n20,1,0.008283746428787708,0.009494862519204617,0.0029853808227926493
332,multi_sinusoidal_n20,2,0.0072615002281963825,0.010609076358377934,0.005009564105421305
333,multi_sinusoidal_n20,3,0.006655029021203518,0.010079732164740562,0.002387627027928829
334,multi_sinusoidal_n20,4,0.008212689310312271,0.012326184660196304,0.003683956805616617
335,multi_sinusoidal_n20,5,0.006909230723977089,0.011196191422641277,0.003370711114257574
