,name,repeats,lstm_xs,lstm,dnn_xs,dnn,cnn_xs,cnn,last_value,regression,arima,knn,sample_entropy,mad,num_edges,compression,perm_entropy,noise,mean_trend,trend_complexity,period,period_complexity,spectral_entropy_fft,spectral_entropy_psd
0,repeating_n5,0,0.006253248546272516,2.913177077346063e-08,0.0029407560359686613,5.9604645663569045e-09,0.005613281857222319,3.725290298461914e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
1,repeating_n5,1,0.004866812843829393,3.665685710529942e-08,0.0022545529063791037,0.0,0.005801319610327482,5.960464477539063e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
2,repeating_n5,2,0.005648170132189989,4.5448540930692616e-08,0.003116922453045845,5.9604645663569045e-09,0.006927431095391512,1.534819631388018e-07,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
3,repeating_n5,3,0.0032153516076505184,4.17232506322307e-08,0.004101667087525129,0.0,0.006746637634932995,1.1324882365215672e-07,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
4,repeating_n5,4,0.011511564254760742,2.2500753260601414e-08,0.00243394379504025,0.0,0.00516516761854291,5.662441182607836e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
5,repeating_n5,5,0.003971701953560114,1.87754629621395e-08,0.006277384702116251,0.0,0.00538986548781395,3.8743017682918435e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
6,repeating_n5,6,0.009128225035965443,1.862645149230957e-08,0.003956739790737629,0.0,0.00650692218914628,8.512288474094021e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
7,repeating_n5,7,0.005059447139501572,1.1026859425555813e-08,0.0026219510473310947,0.0,0.004439055919647217,0.005979552399367094,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
8,repeating_n5,8,0.008866784162819386,3.010034532735517e-08,0.004034398123621941,5.9604645663569045e-09,0.006424448452889919,6.556511067401516e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
9,repeating_n5,9,0.00620003929361701,1.907348590179936e-08,0.0018364262068644166,0.0,0.004170057363808155,8.34465012644614e-08,0.575336754322052,0.4038107132911682,0.37582462455418264,0.032514387644104595,0.146677268538551,0.575022531797359,0.7987987987987988,0.9375,0.566718703149354,0.28408277394987175,0.6261326251709043,0.16075777492049026,0.0025,0.0007529986229706032,0.8963982903705314,1.4693405928270247
10,repeating_n20,0,0.0061424290761351585,6.131827490207797e-08,0.0032818985637277365,4.470348535789981e-09,0.00410486850887537,6.146728992462158e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
11,repeating_n20,1,0.005216194316744804,2.8721988343249905e-08,0.005677802953869104,1.0244548320770264e-08,0.005177706480026245,4.712492085445774e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
12,repeating_n20,2,0.004903615918010473,5.695968852137412e-08,0.003531833179295063,9.126961408867373e-09,0.006386251654475927,1.043081283569336e-07,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
13,repeating_n20,3,0.0032232352532446384,4.298984990214194e-08,0.004506607539951801,8.940697071579962e-09,0.005443922709673643,6.374902739025856e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
14,repeating_n20,4,0.008828972466289997,3.189663289049349e-08,0.004314024932682514,5.587935447692871e-09,0.0040753791108727455,5.47617666768474e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
15,repeating_n20,5,0.005468325689435005,3.552064242740016e-08,0.002916872501373291,1.0617076995345087e-08,0.0073907580226659775,6.929040097247707e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
16,repeating_n20,6,0.006208585575222969,5.487352439104143e-08,0.0034385507460683584,7.078051478259795e-09,0.0034943418577313423,6.705522537231445e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
17,repeating_n20,7,0.00576735008507967,5.2899121527616444e-08,0.005283385515213013,1.2665987370041876e-08,0.0033971876837313175,3.632158041000366e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
18,repeating_n20,8,0.007766233291476965,3.993511299427155e-08,0.00509724160656333,1.0803342220810919e-08,0.005827659275382757,8.34465012644614e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
19,repeating_n20,9,0.006868632510304451,4.362314953709756e-08,0.004948079120367765,4.284083754413359e-09,0.0024863991420716047,5.8487056975309315e-08,0.39665016531944275,0.2825194583336512,0.3064500495407482,0.022409292890737457,0.27411982851764505,0.39695984585670535,0.8988988988988988,0.9375,0.959750326219071,0.20678353420328452,0.5596520135637458,0.15606167903949433,0.0022222222222222222,0.030720460971006117,1.773803167614945,2.755664355234323
20,repeating_n100,0,0.023610755801200867,7.715075867054111e-08,0.09116706252098083,3.106892165760655e-08,0.09282612055540085,1.0774471093100146e-07,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
21,repeating_n100,1,0.03165788948535919,0.002270913915708661,0.11496669799089432,0.00038105848943814635,0.06872360408306122,5.265582512947731e-05,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
22,repeating_n100,2,0.009175490587949753,7.66292203024932e-08,0.14490963518619537,2.8684734587614003e-08,0.09324449300765991,0.0013027101522311568,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
23,repeating_n100,3,0.01715203933417797,9.151175817123658e-08,0.08525514602661133,2.996996073534319e-08,0.06008468568325043,0.0009371237247250974,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
24,repeating_n100,4,0.02041236124932766,8.933245965181413e-08,0.10809026658535004,4.043802448450151e-08,0.10077767074108124,0.002076095435768366,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
25,repeating_n100,5,0.011119113303720951,0.0012764314888045192,0.10650884360074997,3.434717754657868e-08,0.07646457850933075,0.0021962306927889585,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
26,repeating_n100,6,0.03625580295920372,0.00012241938384249806,0.09427942335605621,3.881752519419024e-08,0.10364226251840591,1.6704201755146642e-07,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
27,repeating_n100,7,0.022440459579229355,7.386319111901685e-08,0.110941082239151,3.9841978605181794e-08,0.09856265783309937,7.708863267907873e-05,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
28,repeating_n100,8,0.026306627318263054,0.0008423557737842202,0.1529797911643982,3.02493567971851e-08,0.09276217222213745,0.00043798991828225553,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
29,repeating_n100,9,0.022503886371850967,7.693655845741887e-08,0.12485021352767944,3.2521782600269944e-08,0.07938380539417267,1.1004507882717007e-07,0.3024575114250183,0.29478139052043356,0.26238641523462375,0.01888252282786532,0.4280653768042882,0.30267799120499433,0.6986986986986987,0.953125,1.318513116002832,0.259133840552397,0.49442324956841344,0.03542009420214662,0.008333333333333333,0.021804797461655135,3.304458406181655,4.32995770971833
