,type,seed,difficulty,peephole_lstm_xs,peephole_lstm_s,peephole_lstm_m,open_lstm_xs,open_lstm_s,open_lstm_m,input_lstm_xs,input_lstm_s,input_lstm_m,lstm_xs,lstm_s,lstm_m,last_value_loss,entropy
14,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,15,2,0.133290633559227,0.6375659704208374,0.054350413382053375,0.20887884497642517,0.6170372366905212,0.06486440449953079,0.24889644980430603,0.32589465379714966,0.04553796723484993,0.6043154001235962,0.7000600695610046,0.5222623348236084,0.009999999776482582,0.1564595078637733
15,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,16,2,0.001558607560582459,1.0803341865539551e-07,2.9103830456733704e-10,0.0008780285716056824,0.0,0.0,3.900378942489624e-05,7.539987564086914e-06,2.2351741291171123e-10,0.003123939037322998,1.8328428268432617e-06,1.7881393032936899e-09,0.0,0.7116445058214356
16,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,17,2,0.035491943359375,0.2252376675605774,0.0,0.0012655258178710938,0.0006102323532104492,0.0,0.00024902820587158203,5.322694778442383e-05,0.0,0.0033519864082336426,0.012993931770324707,0.0,0.0,0.5312329997392786
17,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,18,2,0.018100488930940628,0.5770862102508545,0.02913815528154373,0.2938116788864136,0.8296143412590027,0.016217907890677452,0.2941676080226898,0.5138280391693115,0.025142619386315346,0.8985161781311035,0.9997650384902954,0.6586186289787292,0.0,0.2513662443048933
18,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,19,2,0.0003709485463332385,0.00032910704612731934,4.842877210364804e-10,0.00041987374424934387,2.3245811462402344e-06,4.6449713519969293e-10,0.0010810260428115726,0.0,7.450580430390374e-11,0.000998373026959598,0.04960394278168678,1.9371508841459217e-09,0.0,0.6924109073435611
19,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,20,2,0.36059555411338806,0.4140723943710327,0.03628582879900932,0.23375529050827026,0.6327337622642517,0.0709821805357933,0.5130590796470642,0.5663039684295654,0.05582064762711525,0.9352261424064636,1.0001071691513062,0.6320160031318665,0.0,0.25327037154579557
20,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,21,3,0.019290447235107422,0.0006897449493408203,0.0024243020452558994,0.0044779181480407715,0.0108259916305542,0.001827480737119913,0.00414043664932251,0.0051133036613464355,0.004570305347442627,0.00802457332611084,0.7819197177886963,0.004540266934782267,0.0,1.055037905103547
21,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,22,3,0.08196765929460526,0.0,0.00011527538299560547,0.0008729696273803711,0.006720006465911865,0.001232387963682413,0.0014685988426208496,0.002425074577331543,3.3915042877197266e-05,0.02060842514038086,0.05561530590057373,0.0003253197646699846,0.0,1.1068790562996305
22,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,23,3,0.007001161575317383,0.18377231061458588,0.0,0.0020806193351745605,0.0,0.0,0.004089176654815674,0.0,0.0,0.0013775229454040527,5.960464477539063e-08,4.76837147544984e-09,0.0,0.5949431044875285
23,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,24,3,0.003851592540740967,6.073713302612305e-05,2.982616479130229e-06,0.0009251236915588379,0.00039333105087280273,0.0,0.0009502172470092773,0.00029456615447998047,2.38418573772492e-09,0.002122342586517334,0.0,6.19888282926695e-08,0.0,0.7113717476300433
24,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,25,3,0.00010666949674487114,0.00012301839888095856,1.1641532182693481e-10,0.0014345943927764893,0.0006621778011322021,0.0,0.0007899999618530273,2.0265579223632812e-06,0.0,0.0007919073104858398,0.008494392968714237,3.8743017682918435e-09,0.0,0.9580778565770119
25,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,26,3,0.009280085563659668,0.04822081699967384,0.008823275566101074,0.02742213010787964,0.03219401836395264,0.02695918269455433,0.00019347667694091797,0.044901490211486816,0.02166306972503662,0.023671448230743408,0.08201830834150314,0.0017986297607421875,0.0,0.9812719486341815
26,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,27,3,0.0010203123092651367,0.0003058910369873047,0.0,0.0013414621353149414,2.384185791015625e-07,0.0,0.000947117805480957,0.0,0.0,0.0036504268646240234,0.33021053671836853,0.0,0.0,0.5970479852577998
27,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,28,3,0.004580665845423937,0.016853205859661102,0.007162107620388269,0.001456473022699356,0.004388473927974701,0.00020074292842764407,0.0027086809277534485,8.812546730041504e-05,0.00027865185984410346,0.0007963217794895172,0.024495573714375496,0.0023064985871315002,0.0,0.6285501073018671
28,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,29,3,0.12702538073062897,0.2082950621843338,0.05509902164340019,0.07013776898384094,0.21192339062690735,0.035406168550252914,0.010907287709414959,0.010657702572643757,0.00838351808488369,0.2079862654209137,0.23033174872398376,0.17686718702316284,0.0034865960478782654,0.25812497754687036
29,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,30,3,0.001282334327697754,4.172325134277344e-06,0.0,0.0013297796249389648,0.0004432201385498047,0.0,0.0023353099822998047,0.0,0.0,0.0006085634231567383,0.0,0.0,0.0,0.4885545421460212
30,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,31,4,0.00906591396778822,0.0179330725222826,0.0027095747645944357,0.0035965179558843374,0.0022897415328770876,0.0010482670040801167,0.0029344528447836637,0.0002325696696061641,0.0010890214471146464,0.010347239673137665,0.017933141440153122,0.0013574287295341492,0.00018114468548446894,0.8204976467974724
31,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,32,4,0.36975783109664917,0.02163797616958618,0.0006710910820402205,0.00396651029586792,0.28009459376335144,0.02804761938750744,0.08911306411027908,0.0005069971084594727,0.012513036839663982,0.2021775245666504,0.4067143201828003,0.09195566177368164,0.0,0.6697562119727555
32,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,33,4,0.02939814329147339,0.06787514686584473,0.0017281818436458707,0.005500316619873047,0.020659267902374268,0.0052021765150129795,0.00367581844329834,2.3603439331054688e-05,0.016607284545898438,0.17402099072933197,0.1291559785604477,0.005085711367428303,0.0,1.1036267335971757
33,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,34,4,0.00037407875061035156,0.00010579824447631836,0.0,0.0007723569869995117,0.0,0.0,0.0027240514755249023,0.0,0.0,0.001755833625793457,0.0,0.0,0.0,0.24256516089515381
34,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,35,4,0.008616924285888672,0.07719653099775314,0.001586736412718892,0.004194498062133789,0.0038178563117980957,0.00515225762501359,0.0017971396446228027,2.276897430419922e-05,0.0005810260772705078,0.0011943578720092773,0.025507032871246338,0.006041827145963907,0.0,1.1478914504735567
35,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,36,4,0.000789940357208252,0.0,0.0,0.005290508270263672,0.00011986494064331055,0.0,0.0032178163528442383,4.9173831939697266e-06,1.19209286886246e-09,0.0013855695724487305,3.8743019104003906e-07,0.0,0.0,0.9059792097184974
36,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,37,4,0.006602764129638672,0.0,0.0,0.0036737918853759766,0.0006628036499023438,0.0,0.002723097801208496,4.76837158203125e-07,0.0,0.0005640983581542969,0.6722033619880676,0.0,0.0,1.117124495545447
