,name,seed,repeats,difficulty,lstm_xs,lstm,dnn_xs,dnn,cnn_xs,cnn,last_value,regression,arima,knn,sample_entropy,mad,num_edges,compression,perm_entropy,noise,mean_trend,trend_complexity,period,period_complexity,spectral_entropy_fft,spectral_entropy_psd
0,size_1000_seed_1_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,1,0,1,0.015358339995145798,0.005065185483545065,0.052334047853946686,0.006247354671359062,0.08698360621929169,0.005546862259507179,0.31305310130119324,0.2999944308170428,0.25587044272687254,0.019242514545186096,0.42820432153309457,0.31293973153884613,0.6356356356356356,1.515625,1.3437097368954827,0.2674085479734226,0.5148050302972591,0.03945188572410402,0.009090909090909092,0.009479605451855251,3.3569421689671115,4.191392484982408
1,size_1000_seed_2_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,2,1,1,0.01392074953764677,0.006478567607700825,0.10654749721288681,0.0041548400186002254,0.09758251905441284,0.004806431010365486,0.39006415009498596,0.29088851521040004,0.2886583284652684,0.021487170419051092,0.42803821577550527,0.389946021966975,0.7397397397397397,1.515625,1.3566724984074507,0.20304093562383807,0.5049363017007403,0.13335461924562342,0.0022222222222222222,0.04308616765955934,3.429097517399229,4.248112697246487
2,size_1000_seed_3_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,3,2,1,0.021460138261318207,0.006716280709952116,0.07161472737789154,0.004470349755138159,0.10225190222263336,0.004944623447954655,0.3126065731048584,0.294546185589085,0.28332897280012503,0.015386950891107276,0.4279638202443101,0.31328017357204974,0.6396396396396397,1.515625,1.3470420514527173,0.2848824406480836,0.5109086879212581,0.023366098686828547,0.016666666666666666,0.0260004117810016,3.3940939391178464,4.277520611392261
3,size_1000_seed_4_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,4,3,1,0.023209238424897194,0.004663631785660982,0.14268171787261963,0.004280857276171446,0.08588916063308716,0.005491192918270826,0.33279040455818176,0.27427658669898913,0.26403060916391424,0.021096235144240923,0.42818590091415715,0.3316439750288954,0.6806806806806807,1.515625,1.3523981889916077,0.1724501016921041,0.5207973629391519,0.14130995421854703,0.002173913043478261,0.027144979556416288,3.400870407120272,4.335698888413317
4,size_1000_seed_5_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,5,4,1,0.010356397368013859,0.007534740027040243,0.23069749772548676,0.005245956592261791,0.1451701670885086,0.005574337672442198,0.33860328793525696,0.3093719937453667,0.31999695233446085,0.020675141902367456,0.42769873278250964,0.33896592543963294,0.6996996996996997,0.953125,1.3425624569461692,0.2575223047651383,0.5039658850242669,0.0745674411755872,0.003703703703703704,0.02082725642340495,3.4454963657495328,4.242879517266936
5,size_1000_seed_6_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,6,5,1,0.24047821760177612,0.0057886820286512375,0.15362776815891266,0.005245498847216368,0.12018284201622009,0.007454778999090195,0.3307284116744995,0.28293375391016407,0.2785697007058663,0.01626798828574051,0.4281707965421939,0.33108548936072946,0.6396396396396397,1.515625,1.3411186513156932,0.2380216366786229,0.5592637447708475,0.12723370071314552,0.0034482758620689655,0.006519118960521804,3.4164428152586597,4.4540277212088775
6,size_1000_seed_7_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,7,6,1,0.01737070456147194,0.005852963775396347,0.08994993567466736,0.005230122245848179,0.05563497543334961,0.010344050824642181,0.37436264753341675,0.29899957201009,0.27592466859377535,0.016367565187511004,0.42830480495116097,0.3742836704923767,0.7167167167167167,0.953125,1.3503759254211023,0.1977873522471283,0.4846352209589278,0.135348039674637,0.002325581395348837,0.013812867471904832,3.4737122803701137,4.332157683220018
7,size_1000_seed_8_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,8,7,1,0.009947479702532291,0.008686816319823265,0.1310402750968933,0.003276890143752098,0.087439626455307,0.0036587619688361883,0.26346737146377563,0.2568984151848902,0.24702797674590415,0.019074976186134948,0.4280237891049859,0.262875726486733,0.5795795795795796,0.953125,1.3587989480694058,0.22434004436718338,0.46463903653521826,0.01349262006787528,0.02,0.13726646409057827,3.4316507806433236,4.18495074770336
8,size_1000_seed_9_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,9,8,1,0.011541713029146194,0.004018334671854973,0.08150188624858856,0.009492593817412853,0.09432388097047806,0.004434568341821432,0.3123684227466583,0.2926798074288915,0.2912637559865746,0.0177533775981782,0.4282665344980311,0.3125890752979553,0.5605605605605606,0.953125,1.3187684900346615,0.2345850504985709,0.4707100229225084,0.07293524905702445,0.004,0.0756101452166383,3.476202921809538,4.334329873845661
9,size_1000_seed_10_config_repeating_period_100_config_noise_std_dev_0.01_lookback_10,10,9,1,0.013978672213852406,0.005197112448513508,0.10180898755788803,0.004487812053412199,0.07375317811965942,0.004440580494701862,0.37804630398750305,0.3191697079717803,0.2883230369187515,0.011569882652288003,0.4281274531576539,0.37892618183360416,0.6586586586586587,0.953125,1.3239522660682694,0.19846341675465476,0.5055303132502031,0.14419857081854975,0.0020833333333333333,0.023093712940940567,3.440241896916276,4.297529867818459
