,type,seed,difficulty,dnn_xs,dnn_m,lstm_xs,open_lstm_m,last_value,regression,arima,entropy
49,size_1000_seed_50_config_piecewise_linear_num_seg_5_lookback_10,50,5,0.004139230120927095,0.0024986322969198227,0.008300546556711197,0.0007381277391687036,0.0004988295258954167,6.029537567321663e-10,0.0006682976228217853,1.715854845581838
50,size_1000_seed_51_config_piecewise_linear_num_seg_6_lookback_10,51,6,0.01808461733162403,0.05029475316405296,0.005997366737574339,0.0056943511590361595,0.0024454956874251366,0.0004837596559276188,0.0025515171756217646,2.035175199912481
51,size_1000_seed_52_config_piecewise_linear_num_seg_6_lookback_10,52,6,0.012930775061249733,0.01645263284444809,0.06498712301254272,0.008490937761962414,0.002021568361669779,7.5275659561157e-05,0.003198163309987354,2.2073766509716743
52,size_1000_seed_53_config_piecewise_linear_num_seg_6_lookback_10,53,6,0.029514217749238014,0.007996940985321999,0.003486711997538805,0.001845414051786065,0.0008125221938826144,1.597404481912257e-08,0.0012923923994719278,2.0159033105000566
53,size_1000_seed_54_config_piecewise_linear_num_seg_6_lookback_10,54,6,0.008935856632888317,0.005711246281862259,0.013687629252672195,0.001432808581739664,0.00025408208603039384,2.066294351066311e-08,0.0006077538268367855,1.114485032201198
54,size_1000_seed_55_config_piecewise_linear_num_seg_6_lookback_10,55,6,0.0023774486035108566,0.0027097146958112717,0.008979919366538525,0.00086029531667009,0.00033812999026849866,8.213476339976378e-05,0.000524404394784167,2.0736585179186293
55,size_1000_seed_56_config_piecewise_linear_num_seg_6_lookback_10,56,6,0.025590715929865837,0.015932297334074974,0.027902839705348015,0.016445184126496315,0.004510374739766121,0.00038880320948859055,0.003397357460765989,2.405413198806243
56,size_1000_seed_57_config_piecewise_linear_num_seg_6_lookback_10,57,6,0.03296392410993576,0.06475789844989777,0.05942283570766449,0.017477527260780334,0.003967973403632641,5.5587540114671044e-09,0.0021036769216311035,2.4235115998460275
57,size_1000_seed_58_config_piecewise_linear_num_seg_6_lookback_10,58,6,0.00758198369294405,0.0541544184088707,0.05359288305044174,0.0073662418872118,0.0013597399229183793,0.00025138428807258765,0.0026407587284638947,1.6643211491660528
58,size_1000_seed_59_config_piecewise_linear_num_seg_6_lookback_10,59,6,0.001410791533999145,0.004570216406136751,0.0019896086305379868,4.442528006620705e-05,0.0003298285591881722,4.788239799935479e-09,0.0016205278476521005,1.7293918067704375
