,type,seed,difficulty,lstm,custom_lstm,small_lstm,very_small_lstm,last_value_loss,entropy
376,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,377,38,0.06706778705120087,0.023291848599910736,0.020905092358589172,0.06818447262048721,0.01728649064898491,2.0626194263928923
377,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,378,38,0.055903397500514984,0.02499145083129406,0.021128125488758087,0.024802394211292267,0.0171893909573555,2.627866767730989
378,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,379,38,0.011968778446316719,0.006645634304732084,0.006675201468169689,0.015939651057124138,0.0046820202842354774,2.5896086705567942
379,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,380,38,0.002965527819469571,0.0016719133127480745,0.00249078799970448,0.0014255023561418056,0.0010229217587038875,2.5436879837991313
380,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,381,39,0.02419354021549225,0.022467568516731262,0.023007255047559738,0.022259721532464027,0.020022664219141006,2.5164398711206553
381,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,382,39,0.04673289880156517,0.02683083340525627,0.025348622351884842,0.01981538161635399,0.016014795750379562,2.369300997145213
382,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,383,39,0.015276562422513962,0.010693112388253212,0.02429967187345028,0.016698502004146576,0.00656492542475462,2.6614770248718482
383,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,384,39,0.050887979567050934,0.024341292679309845,0.02319977805018425,0.029456332325935364,0.020233361050486565,2.5318110466204646
384,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,385,39,0.011963100172579288,0.006434885319322348,0.008844127878546715,0.014254603534936905,0.0048833610489964485,2.541626528747809
385,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,386,39,0.03570964187383652,0.01674637757241726,0.01563304103910923,0.02254035323858261,0.011139093898236752,2.4967510084017634
386,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,387,39,0.02100306749343872,0.010684316046535969,0.012980887666344643,0.029945313930511475,0.009493880905210972,2.6518041850794516
387,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,388,39,0.07887335121631622,0.03264765441417694,0.050761669874191284,0.11646019667387009,0.022901305928826332,2.4705344077847076
388,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,389,39,0.04799140617251396,0.018924595788121223,0.01962362229824066,0.06286709010601044,0.011060901917517185,2.5181568058486925
389,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,390,39,0.023181496188044548,0.017546074464917183,0.018975934013724327,0.02361329086124897,0.015037150122225285,2.5561784810295225
