,name,seed,repeats,difficulty,lstm_xs,lstm,dnn_xs,dnn,cnn_xs,cnn,last_value,regression,arima,knn,sample_entropy,mad,num_edges,compression,perm_entropy,noise,mean_trend,trend_complexity,period,period_complexity,spectral_entropy_fft,spectral_entropy_psd
0,size_1000_seed_1_config_repeating_period_1_lookback_10,1,0,1,0.0002644658088684082,0.0,0.0006118007004261017,1.862645149230957e-09,1.6476958990097046e-05,5.587935447692871e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,1.0,0.0,,
1,size_1000_seed_2_config_repeating_period_1_lookback_10,2,1,1,5.5536627769470215e-05,0.0,0.00015033036470413208,4.656612873077393e-10,0.00042142346501350403,2.9802322387695312e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,1.0,0.0,,
2,size_1000_seed_3_config_repeating_period_2_lookback_10,3,0,2,0.002678869292140007,2.533197429599454e-09,0.0034895911812782288,2.9103830456733704e-11,0.012595480307936668,5.587935447692871e-08,1.0,0.6666666666666665,0.0007339841863639868,0.04356453541236155,0.06310442571791226,0.9999999999999998,0.998998998998999,0.953125,0.2899999224756913,2.7755575615628914e-17,0.5,5.551111688883039e-17,0.1,0.49999999999999994,6.100009419199786e-15,0.6365141682948128
3,size_1000_seed_4_config_repeating_period_2_lookback_10,4,1,2,0.0027429426554590464,3.33786012163273e-08,0.002710893750190735,0.0,0.005118214059621096,1.4901161193847656e-08,1.0,0.6666666666666665,0.0007339841863639868,0.04356453541236152,0.06310442571791226,1.0,0.998998998998999,0.953125,0.2899999224756913,0.0,0.5,0.0,0.02,0.5,2.0308338751656545e-15,0.6365141682948128
4,size_1000_seed_5_config_repeating_period_3_lookback_10,5,0,3,0.002448301063850522,6.0722231687293515e-09,0.0024472190998494625,0.0,0.007976832799613476,6.392598095317226e-08,0.6601004004478455,0.5293895883560181,0.0017498563985179738,0.018828899986452898,0.10001967843220493,0.6666666666666666,0.6656656656656657,0.9375,0.4596387766206673,5.234951083895715e-17,0.6633199896393835,0.0,0.003003003003003003,0.46894214064160633,3.69064252793375,0.865210820177599
5,size_1000_seed_6_config_repeating_period_3_lookback_10,6,1,3,0.003921701107174158,2.6822091214739885e-09,0.002460263669490814,0.0,0.0017701670294627547,1.597404519770862e-07,0.6700000166893005,0.49758604061603556,0.17381914047805225,0.016991445233635785,0.10005584466716208,0.6666666666666665,0.6656656656656657,0.953125,0.4596387766206673,4.5313275748757644e-17,0.37745379298562576,0.0,0.003003003003003003,0.4434494779069943,4.058506465493045,0.865210820177599
6,size_1000_seed_7_config_repeating_period_4_lookback_10,7,0,4,0.005003814585506916,2.1047890541581182e-08,0.0016744481399655342,0.0,0.010478467680513859,8.195638656616211e-08,0.5,0.34317340453465783,0.1266950414623282,0.01637161056380584,0.12630017110762237,0.5003194758520857,0.4994994994994995,0.9375,0.5799993804241159,2.7755575615628914e-17,0.6035555905782595,7.854406258648035e-17,0.004,0.3768299659129413,0.6091531533713441,1.117801049906595
7,size_1000_seed_8_config_repeating_period_4_lookback_10,8,1,4,0.00449085608124733,1.0784715342992968e-08,0.002669032895937562,0.0,0.007552352733910084,5.587935447692871e-08,0.8451989889144897,0.563466007510821,0.14880760805711052,0.01550649917526171,0.12636104061371503,0.8450440639545673,0.998998998998999,0.953125,0.5799993804241159,2.4037033579794548e-17,0.4287779860120544,3.927203129324018e-17,0.004,0.43549254522117703,0.41890650043315936,0.872353191461044
8,size_1000_seed_9_config_repeating_period_5_lookback_10,9,0,5,0.00441325968131423,4.135072373401272e-08,0.00556025980040431,0.0,0.0036343347746878862,4.917383122915453e-08,0.4421364963054657,0.36651138941446937,0.2821675636290082,0.032048555123903415,0.146677268538551,0.4423145583958249,0.7987987987987988,0.9375,0.6733581799180124,4.4399153855074864e-17,0.623804400909334,7.021666937153402e-17,0.005,0.3455599402851209,0.8983128305794048,1.5580778330018603
9,size_1000_seed_10_config_repeating_period_5_lookback_10,10,1,5,0.008567089214920998,2.577900914957354e-08,0.0024305670522153378,1.1920929132713809e-08,0.006501201540231705,9.387731836341118e-08,0.7077961564064026,0.49713221828142806,0.37158855793748713,0.011122529314639475,0.14672949225856405,0.7079547814587411,0.7997997997997998,0.953125,0.5666183215972083,0.3418002364888189,0.4728179328629368,0.12804523760877537,0.0025,0.0003947279488321342,0.9401775279711645,1.2411383929701092
