,name,repeats,lstm_xs,open_lstm_m,dnn_xs,dnn_m,cnn_xs,cnn_m,last_value,regression,arima,knn,sample_entropy,mad,num_edges,compression,perm_entropy
37,logistic,1,0.002790741389617324,0.0006217461777850986,0.004098983481526375,0.00028722704155370593,0.018448567017912865,0.0008402109378948808,0.00010477542673470452,1.1671821276353355e-05,0.0001049281020623638,1.9681527786530316e-07,0.14614955307061153,0.0010002925334679697,0.0,1.546875,0.0
38,logistic_late,0,0.1663692146539688,0.0030090666841715574,0.032874204218387604,0.013455202803015709,0.11871117353439331,0.03188783675432205,0.0020324133802205324,0.0003339563210805263,0.00023400178668659178,0.00014893849804995308,0.06380999151999024,0.001001000991444337,0.0,1.5625,0.0
39,logistic_late,1,0.15798117220401764,0.10064813494682312,0.011381532065570354,0.03607720509171486,0.003555314615368843,0.25948143005371094,0.0020324133802205324,0.0003339563210805263,0.00023400178668659178,0.00014893849804995308,0.06380999151999024,0.001001000991444337,0.0,1.5625,0.0
40,logistic_early,0,0.00027253746520727873,1.9073486612342094e-07,3.620266943471506e-05,7.212162245195941e-08,5.6875942391343415e-05,1.1652707598841516e-06,2.38418573772492e-09,9.457270315760269e-09,0.6100014777223453,8.719362852849244e-09,0.05800249862913625,0.000990599488916092,0.0,1.546875,0.0
41,logistic_early,1,8.303701906697825e-05,1.3965368452772964e-06,0.00535788107663393,1.1974573226325447e-06,9.680986295279581e-06,4.470348358154297e-08,2.38418573772492e-09,9.457270315760269e-09,0.6100014777223453,8.719362852849244e-09,0.05800249862913625,0.000990599488916092,0.0,1.546875,0.0
42,logistic_noise,0,0.051946476101875305,0.01355752069503069,0.013723011128604412,0.01339731179177761,0.014876208268105984,0.013324713334441185,0.016166331246495247,0.015669687827428183,0.013137028686801954,0.014011431095995714,0.1758898528473526,0.016109363040951383,0.6596596596596597,1.546875,1.5795492324729588
43,logistic_noise,1,0.015210718847811222,0.013458464294672012,0.013436341658234596,0.01325538195669651,0.014432890340685844,0.013116269372403622,0.016166331246495247,0.015669687827428183,0.013137028686801954,0.014011431095995714,0.1758898528473526,0.016109363040951383,0.6596596596596597,1.546875,1.5795492324729588
44,sinusoidal_1,0,0.02854408510029316,0.037352558225393295,0.0470975860953331,0.040760692209005356,0.05256063863635063,0.05314817279577255,0.0060607315972447395,0.0012338838917203237,0.0011073936766183338,0.003311881184204946,0.21821745880404395,0.006015093359258275,0.006006006006006006,2.046875,0.33158876929357994
45,sinusoidal_1,1,0.024796150624752045,0.010962392203509808,0.06997594982385635,0.057707395404577255,0.07198560982942581,0.059882842004299164,0.0060607315972447395,0.0012338838917203237,0.0011073936766183338,0.003311881184204946,0.21821745880404395,0.006015093359258275,0.006006006006006006,2.046875,0.33158876929357994
46,sinusoidal_2,0,0.0026617967523634434,4.6872712118783966e-05,0.004876876249909401,0.0001289936335524544,0.004214058630168438,0.00016527088882867247,0.029823992401361465,0.030367144862810766,0.0035716780304966855,0.014396751759853143,0.26656172852307436,0.029841406611553694,0.03003003003003003,1.421875,0.448686994569054
47,sinusoidal_2,1,0.004247989505529404,7.20290991012007e-05,0.004567601252347231,0.00011317379539832473,0.009427910670638084,0.0001067685370799154,0.029823992401361465,0.030367144862810766,0.0035716780304966855,0.014396751759853143,0.26656172852307436,0.029841406611553694,0.03003003003003003,1.421875,0.448686994569054
48,sinusoidal_3,0,0.06849132478237152,0.005757467355579138,0.008292000740766525,0.0073024071753025055,0.026610899716615677,0.03470582142472267,0.0031787296757102013,3.9830883344008085e-05,0.0009471088115538812,0.0021082222615088635,0.19299149621654416,0.0020978065367165968,0.002002002002002002,1.734375,0.30467780540699785
49,sinusoidal_3,1,0.04972478374838829,0.0015370165929198265,0.002839514520019293,0.007929006591439247,0.0842408761382103,0.026895854622125626,0.0031787296757102013,3.9830883344008085e-05,0.0009471088115538812,0.0021082222615088635,0.19299149621654416,0.0020978065367165968,0.002002002002002002,1.734375,0.30467780540699785
50,sinusoidal_noise,0,0.028319645673036575,0.028117213398218155,0.027967166155576706,0.02852788381278515,0.02918914519250393,0.029699847102165222,0.0397697351872921,0.039321599826216705,0.0483429085064701,0.03589174578739836,0.4167155935192618,0.03928902052934172,0.45645645645645644,1.421875,1.2770667480549986
51,sinusoidal_noise,1,0.02856023795902729,0.028332490473985672,0.026804856956005096,0.027419233694672585,0.030119629576802254,0.02882889285683632,0.0397697351872921,0.039321599826216705,0.0483429085064701,0.03589174578739836,0.4167155935192618,0.03928902052934172,0.45645645645645644,1.421875,1.2770667480549986
52,multi_sinusoidal_n2,0,0.005176270380616188,0.008177470415830612,0.020634831860661507,0.0106029212474823,0.018718669191002846,0.021870993077754974,0.025420479476451874,0.02723962687452635,0.0031562375957292286,0.014928062100936865,0.3557473535056401,0.023840330001666243,0.035035035035035036,1.359375,0.46374016430497
53,multi_sinusoidal_n2,1,0.005841077771037817,0.008656898513436317,0.017819399014115334,0.029177561402320862,0.03412405773997307,0.01778872311115265,0.025420479476451874,0.02723962687452635,0.0031562375957292286,0.014928062100936865,0.3557473535056401,0.023840330001666243,0.035035035035035036,1.359375,0.46374016430497
54,multi_sinusoidal_n3,0,0.041241906583309174,0.051491543650627136,0.05766870826482773,0.0035443275701254606,0.0930979922413826,0.058648716658353806,0.009634019806981087,0.002783580854535107,0.002424593839395736,0.008878763464498557,0.2929179512498567,0.005842792803226069,0.009009009009009009,1.96875,0.3482029083199675
55,multi_sinusoidal_n3,1,0.040903039276599884,0.04615600034594536,0.1059480831027031,0.015290474519133568,0.08326277136802673,0.06166677549481392,0.009634019806981087,0.002783580854535107,0.002424593839395736,0.008878763464498557,0.2929179512498567,0.005842792803226069,0.009009009009009009,1.96875,0.3482029083199675
56,multi_sinusoidal_n4,0,0.013809767551720142,0.004039517603814602,0.0037881287280470133,0.001920416601933539,0.03277033939957619,0.0026635134126991034,0.0045054140500724316,0.0016757283012072243,0.0009599467144839316,0.0007030396886795178,0.28213594066990755,0.005872747702224288,0.011011011011011011,1.953125,0.35474523324404866
57,multi_sinusoidal_n4,1,0.020463092252612114,0.0012984201312065125,0.017416933551430702,0.002814884763211012,0.06152471899986267,0.0022223598789423704,0.0045054140500724316,0.0016757283012072243,0.0009599467144839316,0.0007030396886795178,0.28213594066990755,0.005872747702224288,0.011011011011011011,1.953125,0.35474523324404866
58,multi_sinusoidal_n20,0,0.005434589460492134,0.0020408916752785444,0.0229716207832098,0.007270969916135073,0.017382971942424774,0.004226142540574074,0.013728566467761993,0.024987685938676202,0.0034854203251817382,0.007135245926249383,0.40074533061286854,0.014137481027043245,0.06106106106106106,1.734375,0.5778403230980225
59,multi_sinusoidal_n20,1,0.005302197765558958,0.005889424122869968,0.004851638339459896,0.0052352044731378555,0.019076861441135406,0.005273154936730862,0.013728566467761993,0.024987685938676202,0.0034854203251817382,0.007135245926249383,0.40074533061286854,0.014137481027043245,0.06106106106106106,1.734375,0.5778403230980225
60,multi_sinusoidal_n100,0,0.01085626520216465,0.0019791496451944113,0.01707562617957592,0.004786084871739149,0.022080376744270325,0.003574990900233388,0.012772465124726295,0.034857597808043164,0.0025838575682384174,0.008250736738410275,0.45388230911980076,0.014853229188951232,0.13713713713713713,1.390625,0.8199276171526082
61,multi_sinusoidal_n100,1,0.007011762820184231,0.0018602651543915272,0.016611779108643532,0.004586086142808199,0.004295689053833485,0.003700755536556244,0.012772465124726295,0.034857597808043164,0.0025838575682384174,0.008250736738410275,0.45388230911980076,0.014853229188951232,0.13713713713713713,1.390625,0.8199276171526082
62,multi_sinusoidal_n1000,0,0.006134913768619299,0.005277466960251331,0.014330905862152576,0.01308352965861559,0.029707046225667,0.005216716323047876,0.011990267783403397,0.03260872165362041,0.002717668632954189,0.0077404274848673245,0.4136910513759066,0.012583366687119478,0.11011011011011011,1.625,0.7502607741461473
63,multi_sinusoidal_n1000,1,0.003207155503332615,0.0028281984850764275,0.01705465279519558,0.03986179828643799,0.030337003991007805,0.009553342126309872,0.011990267783403397,0.03260872165362041,0.002717668632954189,0.0077404274848673245,0.4136910513759066,0.012583366687119478,0.11011011011011011,1.625,0.7502607741461473
64,multi_sinusoidal_n3_noise,0,0.05528195947408676,0.06277454644441605,0.06449061632156372,0.06459341198205948,0.08699293434619904,0.052575502544641495,0.053985610604286194,0.049611248572667445,0.05554808295039765,0.05669607436996287,1.092371137165827,0.05971139536358996,0.6746746746746747,1.890625,1.5846489615599466
65,multi_sinusoidal_n3_noise,1,0.05524140223860741,0.05816655978560448,0.06337428838014603,0.063473641872406,0.09107119590044022,0.05338260158896446,0.053985610604286194,0.049611248572667445,0.05554808295039765,0.05669607436996287,1.092371137165827,0.05971139536358996,0.6746746746746747,1.890625,1.5846489615599466
66,multi_sinusoidal_n20_noise,0,0.027986833825707436,0.02765876241028309,0.030348580330610275,0.02836911380290985,0.029860621318221092,0.027816008776426315,0.03300180658698082,0.03317848509550095,0.04066528640857653,0.029819903096804136,0.8109785520113568,0.033614701383688106,0.6036036036036037,1.703125,1.5108635593878161
67,multi_sinusoidal_n20_noise,1,0.028363199904561043,0.02769600786268711,0.029231281951069832,0.029969485476613045,0.028206847608089447,0.027596289291977882,0.03300180658698082,0.03317848509550095,0.04066528640857653,0.029819903096804136,0.8109785520113568,0.033614701383688106,0.6036036036036037,1.703125,1.5108635593878161
68,piecewise_constant_n5,0,0.04833362251520157,0.024868622422218323,0.05689387768507004,0.04172825813293457,0.1824420988559723,0.05289594829082489,0.009010613895952702,0.03363962479432423,0.26449035832651385,0.04938160805831179,0.10965755915249145,0.002081950832956166,0.008008008008008008,1.265625,0.011445593684173933
69,piecewise_constant_n5,1,0.08962412178516388,0.02442363277077675,0.07077600806951523,0.04455825686454773,0.0972159281373024,0.05669282376766205,0.009010613895952702,0.03363962479432423,0.26449035832651385,0.04938160805831179,0.10965755915249145,0.002081950832956166,0.008008008008008008,1.265625,0.011445593684173933
70,piecewise_constant_n10,0,0.02753816917538643,0.006145753897726536,0.01706508919596672,0.01121050026267767,0.030715713277459145,0.02526189759373665,0.0023837280459702015,0.008899251302083331,0.8633546947276315,0.014558284608655896,0.15997524883553102,0.002109092331317519,0.018018018018018018,1.5625,0.037932671847925994
71,piecewise_constant_n10,1,0.028132760897278786,0.016739442944526672,0.026600496843457222,0.009848532266914845,0.035362664610147476,0.011331629008054733,0.0023837280459702015,0.008899251302083331,0.8633546947276315,0.014558284608655896,0.15997524883553102,0.002109092331317519,0.018018018018018018,1.5625,0.037932671847925994
72,piecewise_constant_n100,0,0.026218857616186142,0.02458914741873741,0.028438596054911613,0.02664875239133835,0.03359471634030342,0.025756768882274628,0.02424595132470131,0.08146931852897009,0.16940726359488553,0.05006776125548701,0.31232026832905313,0.02985475910276305,0.18218218218218218,1.75,0.3200955455929698
73,piecewise_constant_n100,1,0.02824464999139309,0.024818599224090576,0.027939848601818085,0.02658136561512947,0.04181361570954323,0.027119610458612442,0.02424595132470131,0.08146931852897009,0.16940726359488553,0.05006776125548701,0.31232026832905313,0.02985475910276305,0.18218218218218218,1.75,0.3200955455929698
74,piecewise_constant_n15_noise,0,0.040349215269088745,0.04303872585296631,0.06661611795425415,0.03817634657025337,0.05294056981801987,0.04153028130531311,0.034259647130966187,0.05441165342430274,0.04901931424063866,0.05424834900914439,0.2796845793229106,0.0347613710331205,0.6676676676676677,1.953125,1.5870433650362525
75,piecewise_constant_n15_noise,1,0.04476192593574524,0.04270179197192192,0.05685688182711601,0.03182898089289665,0.04846491664648056,0.045385245233774185,0.034259647130966187,0.05441165342430274,0.04901931424063866,0.05424834900914439,0.2796845793229106,0.0347613710331205,0.6676676676676677,1.953125,1.5870433650362525
76,piecewise_linear_n5,0,0.022828612476587296,0.0009928345680236816,0.0047982423566281796,0.0008882552501745522,0.001742976251989603,0.005881930701434612,0.0014421641826629639,1.9868214962137642e-08,0.0014407177660017145,0.0009538220044929946,0.18337081521764487,0.0014560392741655855,0.008008008008008008,1.671875,0.2697110187083247
77,piecewise_linear_n5,1,0.012640517204999924,0.0011356729082763195,0.009373301640152931,0.005150037817656994,0.03230048716068268,0.002530275611206889,0.0014421641826629639,1.9868214962137642e-08,0.0014407177660017145,0.0009538220044929946,0.18337081521764487,0.0014560392741655855,0.008008008008008008,1.671875,0.2697110187083247
78,piecewise_linear_n10,0,0.004992797039449215,0.018529659137129784,0.04161670804023743,0.07885225862264633,0.06933173537254333,0.03959423676133156,0.003959368914365768,1.778205235059005e-08,0.0056963416118499645,0.0035644028119843573,0.1894603275288744,0.00242667047806858,0.018018018018018018,1.75,0.32184292403233916
79,piecewise_linear_n10,1,0.030789775773882866,0.006868504453450441,0.05035833269357681,0.06675612926483154,0.027745109051465988,0.0436844676733017,0.003959368914365768,1.778205235059005e-08,0.0056963416118499645,0.0035644028119843573,0.1894603275288744,0.00242667047806858,0.018018018018018018,1.75,0.32184292403233916
80,piecewise_linear_n100,0,0.13149243593215942,0.023706115782260895,0.09220007061958313,0.03012608364224434,0.01203169859945774,0.03809936344623566,0.006763217505067587,0.007571395953496295,0.0049124010360249845,0.005687086344975005,0.31600719039450753,0.005459962994708185,0.1881881881881882,1.53125,0.5387872985562258
81,piecewise_linear_n100,1,0.03985109180212021,0.028425956144928932,0.056043967604637146,0.01015792228281498,0.02021206170320511,0.036385200917720795,0.006763217505067587,0.007571395953496295,0.0049124010360249845,0.005687086344975005,0.31600719039450753,0.005459962994708185,0.1881881881881882,1.53125,0.5387872985562258
82,piecewise_linear_n15_noise,0,0.0596516951918602,0.026130087673664093,0.02333926223218441,0.038182783871889114,0.033944617956876755,0.09536872804164886,0.03461712971329689,0.02752101948911635,0.024954805336429898,0.026643988805535118,0.48167027472451723,0.030834749587333798,0.6726726726726727,1.765625,1.5824449623387342
83,piecewise_linear_n15_noise,1,0.03363417088985443,0.028597654774785042,0.039689935743808746,0.06298566609621048,0.02920074388384819,0.04170886054635048,0.03461712971329689,0.02752101948911635,0.024954805336429898,0.026643988805535118,0.48167027472451723,0.030834749587333798,0.6726726726726727,1.765625,1.5824449623387342
84,uniform_piecewise_linear,0,0.048295069485902786,0.01583120971918106,0.020333146676421165,0.050734225660562515,0.009407348930835724,0.0370623953640461,0.0003368025936651975,0.0006600748499234466,0.0013879585524120624,0.00030666814208947014,0.21200784434816147,0.003383226131888394,0.018018018018018018,1.765625,0.31765359019598594
85,uniform_piecewise_linear,1,0.05050525814294815,0.014463162049651146,0.04295341670513153,0.005409032106399536,0.023311007767915726,0.024781644344329834,0.0003368025936651975,0.0006600748499234466,0.0013879585524120624,0.00030666814208947014,0.21200784434816147,0.003383226131888394,0.018018018018018018,1.765625,0.31765359019598594
86,trend_1,0,0.015060536563396454,0.009894616901874542,0.016837000846862793,0.013751008547842503,0.02997732162475586,0.023807719349861145,0.008735913783311844,0.013915257682092487,0.010243125486231274,0.009488808885450662,0.24109614219579034,0.014400323134495354,0.35435435435435436,1.5625,1.264451805251198
87,trend_1,1,0.022559380158782005,0.008212770335376263,0.02005472220480442,0.021463174372911453,0.03209327161312103,0.021636178717017174,0.008735913783311844,0.013915257682092487,0.010243125486231274,0.009488808885450662,0.24109614219579034,0.014400323134495354,0.35435435435435436,1.5625,1.264451805251198
88,trend_2,0,0.013018365018069744,0.001397299813106656,0.018969912081956863,0.01952759176492691,0.008587664924561977,0.0822569727897644,0.0013028581161051989,0.0016045308234703653,0.0014598189706607756,0.0011626909854868148,0.2321848043486389,0.0033105904554365673,0.1001001001001001,1.78125,0.6524140712950297
89,trend_2,1,0.005814346019178629,0.002163803204894066,0.010503951460123062,0.03161492198705673,0.0039706542156636715,0.09356167912483215,0.0013028581161051989,0.0016045308234703653,0.0014598189706607756,0.0011626909854868148,0.2321848043486389,0.0033105904554365673,0.1001001001001001,1.78125,0.6524140712950297
90,trend_3,0,0.017557822167873383,0.015152516774833202,0.017300322651863098,0.019008425995707512,0.019079158082604408,0.016084443777799606,0.015201883390545845,0.01776690162966649,0.017045252291121617,0.015828548869555367,0.32517767004293113,0.02417557627032624,0.4854854854854855,1.625,1.4618694130855514
91,trend_3,1,0.017512233927845955,0.015248210169374943,0.0212075375020504,0.01858142949640751,0.024953393265604973,0.019391758367419243,0.015201883390545845,0.01776690162966649,0.017045252291121617,0.015828548869555367,0.32517767004293113,0.02417557627032624,0.4854854854854855,1.625,1.4618694130855514
92,mixed_1,0,0.013164171949028969,0.003962226677685976,0.01023285835981369,0.006660237442702055,0.005422556772828102,0.01618274487555027,0.0028537302277982235,0.0026937559048334746,0.003857065903152088,0.002958915113107248,0.16239104859451128,0.0032536114222257856,0.5715715715715716,1.546875,1.4470845120646092
93,mixed_1,1,0.0028542738873511553,0.004466882441192865,0.006337688770145178,0.008370704017579556,0.028653845191001892,0.009187453426420689,0.0028537302277982235,0.0026937559048334746,0.003857065903152088,0.002958915113107248,0.16239104859451128,0.0032536114222257856,0.5715715715715716,1.546875,1.4470845120646092
